"","sample","tissue","endometriosis","severity","X1007_s_at","X1552257_a_at","X1552302_at","X1552370_at","X1552474_a_at","X1552486_s_at","X1552667_a_at","X1552719_at","X1552889_a_at","X1552930_at","X1552978_a_at","X1553275_s_at","X1553286_at","X1553647_at","X1553677_a_at","X1553689_s_at","X1553694_a_at","X1553695_a_at","X1553696_s_at","X1553703_at","X1553749_at","X1553858_at","X1553956_at","X1553960_at","X1553961_s_at","X1553962_s_at","X1553968_a_at","X1553989_a_at","X1554076_s_at","X1554077_a_at","X1554145_a_at","X1554154_at","X1554167_a_at","X1554171_at","X1554202_x_at","X1554241_at","X1554260_a_at","X1554316_at","X1554455_at","X1554470_s_at","X1554480_a_at","X1554588_a_at","X1554769_at","X1554868_s_at","X1554915_a_at","X1555201_a_at","X1555243_x_at","X1555259_at","X1555310_a_at","X1555311_at","X1555501_s_at","X1555600_s_at","X1555735_a_at","X1555758_a_at","X1555759_a_at","X1555781_at","X1555812_a_at","X1555831_s_at","X1555848_at","X1555868_at","X1555874_x_at","X1555878_at","X1555962_at","X1556116_s_at","X1556308_at","X1556345_s_at","X1556385_at","X1556590_s_at","X1557053_s_at","X1557066_at","X1557067_s_at","X1557073_s_at","X1557116_at","X1557240_a_at","X1557350_at","X1557411_s_at","X1557419_a_at","X1557433_at","X1557551_at","X1557828_a_at","X1558142_at","X1558173_a_at","X1558214_s_at","X1558250_s_at","X1558281_a_at","X1558407_at","X1558410_s_at","X1558605_at","X1558693_s_at","X1559437_at","X1559663_at"
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.991344,10.584134,7.660899,3.570753,8.594519,3.044602,6.299413,4.348912,8.571947,8.900524,2.736973,4.156485,4.495737,3.065732,6.703798,4.282079,2.271253,6.939995,4.659142,7.693982,3.328879,8.303605,5.387835,9.801262,9.563139,6.930765,7.037698,5.753575,4.164257,7.600488,2.465562,2.623376,6.128591,7.954751,4.720961,7.468383,4.334964,6.88841,6.156011,3.765564,7.160543,5.002556,9.580295,7.813848,5.141394,4.714422,6.789718,4.565016,8.757093,3.198064,4.911677,3.121539,8.291783,6.048627,9.687929,7.785946,8.206133,9.853038,4.975025,6.042308,8.122425,5.161071,6.653227,6.484315,8.324313,3.472223,7.964776,4.267293,9.04457,3.47773,5.158815,3.833559,5.878227,3.990084,3.74878,4.457753,5.116359,6.21073,6.151674,5.544977,9.244361,6.93307,2.39899,4.184404,7.379359,7.219822,4.289189,7.55235,10.091091,4.298932,3.739868
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.793828,10.277763,5.939712,3.788632,5.650225,3.779494,5.05275,4.732463,6.919611,6.53999,3.36091,6.286376,4.433517,5.023206,7.202434,4.300636,3.070371,5.408252,4.697101,8.473887,6.405287,7.46018,5.386692,9.220504,9.29555,6.137345,5.410003,7.565162,3.38116,6.635925,2.730622,2.553179,6.150843,7.130497,4.247663,9.164039,5.960591,6.409211,7.36044,4.26367,7.26767,4.544538,8.65724,9.12502,5.580622,5.105766,6.323647,5.278955,8.241218,3.140417,5.436369,6.324726,6.881211,3.025971,6.783943,5.307897,8.407748,9.629412,5.112686,4.200302,7.471986,5.719758,8.513214,6.136724,6.790557,5.215278,9.511567,4.020728,9.080796,3.137589,5.691398,3.251294,6.519768,5.994836,5.112445,5.870671,6.18979,7.095908,7.107803,7.161638,9.202756,7.392092,2.236067,5.461959,8.921292,6.313714,5.826293,7.06259,9.120026,5.495933,5.30915
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.63534,10.042132,6.382606,4.122014,5.266268,3.787889,5.059169,5.662895,6.587117,6.216271,3.854232,8.535637,4.417919,5.899786,6.903326,5.448787,2.619003,6.007539,4.014393,8.978529,6.537141,6.411365,5.952923,9.520703,9.245325,6.919797,5.410003,6.092417,4.076091,6.205408,2.858025,2.520914,6.600154,7.426544,4.385599,9.013215,4.698774,7.404155,5.701776,4.12005,8.219193,5.002556,8.018583,8.828636,4.776633,5.146462,7.267971,5.61676,6.794533,2.986465,5.71838,4.561204,7.069986,3.949612,6.096939,5.513568,8.861586,9.520534,4.664584,3.595951,7.466745,6.200927,8.264756,5.834418,6.823252,5.118124,9.258177,4.461948,9.369346,3.137589,5.695645,4.049878,5.650426,4.999105,5.250501,6.480937,7.205759,5.842598,7.320209,7.36424,9.45372,8.030811,2.236067,4.370754,6.632807,6.572394,6.397987,6.269276,9.168283,6.035332,8.009506
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.091817,9.044959,4.498046,5.642537,8.021527,3.221744,5.742037,4.082582,7.247141,8.064628,3.025449,4.61366,4.466225,3.06734,6.856048,5.208545,2.619003,6.172536,4.652957,9.16551,5.789068,7.083729,6.316353,9.263315,8.928129,5.481499,5.947691,5.328568,3.296394,6.131442,3.198333,2.700171,6.968871,7.639179,4.965048,8.50831,3.197698,5.783705,5.029971,4.629732,8.353499,5.112114,7.636582,8.915786,4.607818,5.482688,7.325294,7.054762,7.73251,3.266678,5.436369,3.838554,7.263374,8.105651,7.577647,5.723144,8.810832,9.138406,5.112686,4.759792,8.660521,4.026624,5.885906,5.287425,8.174052,3.909256,7.317805,6.048685,8.780546,4.027506,5.055513,3.78531,5.112379,6.370117,4.983562,5.078355,5.752042,6.089735,7.142521,6.665649,9.914282,2.632839,2.236067,4.913564,3.730372,7.02053,7.328683,7.245702,9.692254,3.967575,3.728613
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.380806,9.884784,6.313166,2.797493,5.708155,3.133903,5.988811,5.849219,6.587117,6.857038,3.46798,7.955186,3.712851,3.385507,6.166306,4.18872,2.625436,6.730685,4.014393,8.906611,3.328879,6.545874,5.724841,8.468499,7.975969,10.914307,6.090655,4.219221,3.689681,6.363391,3.600446,2.520914,6.220407,7.707213,4.087212,8.340106,5.137057,7.304233,5.118846,3.425156,7.312882,5.633943,9.413508,6.639929,4.568572,3.800405,7.937114,5.179,6.880302,4.059233,4.831159,3.871219,8.235234,2.87257,9.679751,7.160793,8.117941,9.616035,4.975025,3.767409,8.118915,6.167004,9.539714,5.910004,6.129688,5.025917,10.492482,4.834114,9.676924,4.027506,7.120501,3.727817,6.101487,5.821243,4.395221,4.230841,5.107014,5.655719,7.027084,6.574872,9.471936,7.770231,2.236067,3.221051,5.639182,7.114986,6.05263,7.699764,9.391892,4.65355,4.968502
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.945893,9.900862,6.244257,4.470132,7.348485,3.918984,4.655756,5.690759,6.587117,7.593986,2.918101,6.055525,4.491201,3.065732,7.049358,5.333978,2.799911,5.811011,4.371689,8.918173,6.981628,7.354503,6.926009,8.249362,8.126063,4.044982,5.410003,5.753575,3.46427,6.122116,3.494829,2.553179,7.190983,7.052074,3.914287,8.854405,4.347997,6.178998,6.140467,4.535981,8.660423,6.024305,7.546203,9.115003,4.698872,6.428094,7.325294,5.507326,7.723477,3.360701,5.890842,4.568136,6.770866,8.519022,8.502234,5.51928,7.936609,8.546445,4.975025,4.354303,7.164183,6.762745,6.328984,6.086895,7.370925,5.18198,7.561477,6.514078,8.980592,3.43205,6.12678,4.04771,4.962404,6.278854,5.552474,5.730767,5.890155,6.587041,6.678287,7.396505,9.800669,7.345095,2.236067,5.3477,5.633411,6.289332,7.318597,7.051959,8.834635,5.666638,4.32808
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.698014,9.781165,7.446297,4.249552,7.411528,3.779494,5.948419,5.264048,7.557541,6.476316,3.46798,8.779873,3.348091,3.065732,6.948605,5.591523,2.571374,6.456088,4.219915,7.530698,5.665876,6.719681,6.483815,9.22218,8.940154,8.686538,5.863038,3.623876,3.747749,6.319251,3.716226,2.520914,6.955095,8.195707,4.569981,8.054664,4.285894,6.825325,3.989075,4.12005,7.535399,4.728948,7.948856,8.778997,5.141394,4.553083,6.045832,4.791294,7.844159,3.629596,5.998561,4.235145,7.708426,5.290911,9.891536,6.563203,8.923882,9.672385,4.975025,4.834356,7.725846,6.903146,8.616056,6.10339,6.920373,4.589217,10.593484,4.934066,9.24571,3.47773,6.107733,3.783031,5.758749,4.558013,3.757132,6.060862,5.809891,4.986963,6.681094,5.838278,8.1097,7.465957,2.324282,4.980722,5.857285,6.57261,6.662589,5.654886,9.85842,5.83617,5.836031
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.182637,9.20037,5.832069,4.127569,7.841815,3.133903,5.597567,5.02819,7.572972,9.673683,3.465051,3.409707,4.433517,3.882279,7.004704,3.29715,3.070371,7.007736,5.279142,8.099003,3.328879,8.101478,5.233239,8.701937,8.617861,5.147269,7.135331,6.643377,4.754264,7.163609,2.756397,2.520914,5.706398,7.531665,5.286572,7.054054,4.109092,6.898033,5.762172,3.987028,8.036883,5.002556,8.249989,8.082279,3.342911,4.138858,5.741428,3.90705,8.828735,3.49967,4.831159,3.594241,7.946391,7.094328,8.743946,6.829168,8.159121,9.558029,4.975025,5.386362,8.449243,5.39026,6.299919,5.058339,7.895678,3.363572,6.842855,5.438799,8.714154,4.027506,5.345351,3.783031,4.962404,3.374481,3.004943,4.042726,4.983949,5.315073,3.765684,5.730912,8.387162,7.313968,2.236067,4.680925,6.715553,6.77829,4.353611,6.348472,9.91795,3.759659,4.048094
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.81434,9.543879,6.308979,6.072934,6.930098,3.133903,4.624406,4.543668,7.141594,7.986051,3.834956,5.173803,4.590094,3.610457,7.178946,4.945636,2.619446,6.165954,4.225612,9.107972,3.176998,6.754471,5.39543,9.646035,9.33911,6.799785,5.410003,6.145411,3.132365,5.506411,3.738713,2.476755,6.914291,7.435439,4.362505,9.272905,5.721477,7.817667,6.693983,4.924036,8.958436,6.016715,9.291087,9.226572,5.564322,6.201285,7.321157,4.819908,8.155701,3.194236,5.436369,5.984806,7.404137,4.81428,6.708209,5.306195,8.054214,9.503407,5.112686,4.354303,7.660272,5.538739,5.274586,6.554165,6.238597,4.602769,7.190149,5.419191,8.771429,4.441299,6.518632,3.777263,5.538559,6.730167,5.595166,6.069839,6.97465,6.487264,7.012735,7.431853,10.520119,7.653152,2.505211,4.457878,7.232891,5.931791,6.674742,6.689981,8.668089,5.359944,6.699074
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.74628,9.731987,5.730722,6.445037,6.621675,4.66779,3.997743,4.448433,5.846117,7.704162,3.172974,4.915321,5.088725,3.981438,7.130491,5.61871,3.070371,6.238116,4.580467,8.675387,6.695336,8.278404,6.183706,9.376214,9.180033,5.348641,6.160462,6.999299,3.116364,6.1152,3.775858,2.553179,7.222909,7.650576,4.171588,7.964943,4.993351,6.848478,5.755109,4.791284,8.374363,5.961824,7.697572,9.82051,5.551287,6.286498,6.259605,5.021829,8.315343,3.177974,6.32502,5.991017,7.401315,7.993157,6.532491,5.342762,7.111777,9.18687,5.112686,3.787867,8.136819,6.993029,5.391043,5.342171,6.579016,4.917438,7.58217,6.012089,8.685256,3.47773,6.052478,3.783119,4.865547,6.795088,4.395221,6.026071,6.753159,6.027151,7.166214,7.554432,9.375627,6.128708,2.236067,5.360296,7.196286,5.692218,6.433909,6.873738,9.269911,5.677512,5.306696
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.98595,9.742429,6.861013,5.053898,3.778297,6.473559,4.637108,3.084176,6.638805,3.191034,6.88663,4.546169,4.785835,7.029952,7.533289,6.301826,5.60702,4.142628,4.630617,9.171266,7.114947,5.355571,6.316353,8.111301,7.947257,4.981235,5.410003,5.638742,3.163906,3.71946,6.339865,6.004808,7.506074,6.035212,4.305888,9.680198,5.514492,5.85375,6.308186,5.324655,8.219193,4.634259,6.994085,10.069227,5.342862,6.130576,7.267971,6.249179,4.390181,3.056792,5.62192,4.237018,6.197235,2.77584,8.30064,3.582405,9.31096,8.190391,5.151049,5.677834,7.299027,8.332108,5.138815,4.053178,5.072316,6.947429,8.02476,4.136161,9.059449,5.770888,8.170852,4.962299,7.177617,3.863947,4.099954,6.740541,9.544923,5.271684,2.412729,7.176156,9.377532,5.853758,7.271404,4.95586,5.640853,5.197426,6.585031,2.604374,6.89098,3.719644,7.328106
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.865066,8.805698,3.831481,5.746067,3.778297,5.03002,4.469979,3.438695,6.496217,3.191034,6.539452,3.948001,4.590094,5.860167,7.409272,4.092864,6.275698,4.614884,4.630617,9.202825,4.971466,5.166321,6.316043,7.025952,6.367715,7.772279,5.282213,10.106271,3.132365,3.626164,6.085069,5.784452,7.610476,5.536338,4.231972,9.576107,7.829877,5.76161,5.812653,5.216148,7.921802,4.406221,6.036786,10.797664,5.61767,4.837916,6.745968,6.285123,4.637898,2.236067,5.032611,8.942035,6.607004,2.246835,4.382479,3.239123,7.14041,9.912534,5.944418,5.945914,7.427843,8.00568,6.288483,5.451646,5.072316,7.667672,7.880564,3.788366,9.210746,6.420547,8.53676,4.32445,6.868612,3.830823,4.395221,4.860222,7.038029,4.85327,2.579274,6.501898,9.12562,5.567915,8.32155,5.476879,7.739022,4.723324,5.914352,2.262736,6.653749,3.341309,4.70282
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.970159,9.832232,4.85172,4.521766,3.12769,4.624554,4.637108,2.907679,6.587117,3.283349,6.440584,5.092757,5.158125,7.064515,7.936838,3.913629,5.082382,3.561838,3.684312,9.429851,5.920719,4.907164,6.148818,8.001951,7.389553,5.958111,5.410003,7.189437,3.132365,3.345395,6.053393,6.316302,7.56874,5.873467,4.238524,9.872759,5.711044,5.949483,6.199731,5.190946,8.021328,4.443099,6.674777,10.077757,4.852731,5.375926,7.267971,6.4575,3.633726,3.022673,5.181147,6.13415,6.24383,2.368372,5.385484,3.582405,8.196129,8.704223,5.112686,6.400314,7.025328,8.255813,5.503598,5.463836,5.072316,6.454448,7.829363,3.019769,9.303238,6.765664,8.510116,5.509688,7.304626,2.858434,4.965568,5.999717,6.989311,4.912213,2.883131,6.607891,9.30158,5.823981,8.349612,5.383303,5.586053,5.305452,6.137938,2.262736,6.788099,3.719644,4.279193
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.779786,9.686924,5.051574,4.450666,3.778297,5.585425,4.637108,3.463478,6.531077,3.679115,6.032804,5.534083,4.590094,7.299479,7.370304,3.913817,5.489793,3.352779,4.014393,8.866145,5.881451,5.016589,6.296648,8.404266,7.695984,8.000557,5.410003,5.322479,3.132365,2.724507,5.594336,5.252167,8.038364,5.957696,4.860284,9.737063,5.342718,5.794763,5.701432,5.478934,8.219193,4.613993,5.345204,10.346884,5.793385,5.307303,6.789638,5.860287,2.989093,3.056792,4.539229,6.844686,7.404037,3.090674,5.09818,4.054529,8.758045,8.961552,5.112686,5.184432,7.025328,8.014284,5.957094,4.058134,5.072316,6.5963,7.845414,3.805067,9.720762,5.561021,8.509576,4.739683,6.58728,2.800033,4.452874,6.449704,6.749501,5.167362,2.236067,6.515096,8.471775,5.488268,9.272985,4.33722,4.265021,5.305452,5.756224,2.262736,6.841156,3.58299,4.102195
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.608183,8.010448,6.500636,5.053898,5.316621,3.804783,4.637108,3.477138,6.917661,4.201687,7.137021,4.278479,4.578164,2.887281,7.37686,4.827901,6.475794,4.899861,4.348732,9.488658,5.630247,4.126584,7.264792,6.928853,7.196581,6.38951,5.410003,5.957611,3.132365,3.129066,6.354169,6.457399,8.43244,4.772383,4.747248,8.803112,6.497901,6.052517,5.508526,5.224408,8.531211,5.740707,6.040429,10.778768,5.212338,7.619308,7.069667,6.831056,4.620302,3.139551,5.227949,7.797073,6.384355,7.710603,6.088628,4.054529,7.978213,8.381184,5.112686,4.250483,7.483832,8.137801,3.944204,5.275771,5.072316,7.391565,6.672919,3.972002,8.908868,4.698247,8.587855,5.121541,6.104041,2.800033,5.082973,5.043192,5.171199,5.638768,2.303157,6.415579,9.331162,6.206521,8.047625,5.082433,4.999237,5.311572,7.104454,2.285527,5.345922,2.236067,4.129709
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.727008,8.510781,4.909312,5.062092,5.130454,3.133903,5.471062,2.965676,7.67419,5.018936,4.467825,2.941232,4.938791,3.31064,7.582548,4.725118,6.477279,4.872401,4.365192,9.427208,4.687961,3.659777,6.316353,6.890785,6.665599,6.734316,5.410003,7.004174,3.37711,3.198497,4.822808,5.642917,8.231216,5.769315,5.481103,8.704876,4.982391,5.85375,5.755109,4.750062,8.219193,5.718021,6.097168,9.948727,4.336118,5.813817,7.325294,6.726887,4.307999,2.728316,4.807844,6.419069,6.802061,6.911232,5.101294,3.486099,8.097254,8.302676,5.112686,4.354303,7.699691,7.080323,3.454251,5.894227,5.779132,6.93242,6.842855,4.278089,9.151925,5.075139,8.342016,6.005407,4.962404,3.020806,4.843623,4.922104,5.107014,4.912213,2.450454,6.436052,9.241067,5.487909,7.351109,6.122638,4.594627,5.931791,5.355349,2.311869,7.067833,3.573941,3.728613
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.445206,8.678823,6.325681,4.838686,5.350565,3.779494,4.727381,3.651613,6.933784,4.636549,4.307283,4.638269,4.646309,3.048932,8.015174,3.81724,4.862105,4.213962,4.168711,9.65623,4.877545,5.911584,7.203686,7.494856,7.362345,5.860578,5.410003,4.587915,3.132365,3.709418,5.306344,5.290182,7.864472,5.928205,4.237108,9.5183,5.566196,5.554151,5.435361,4.091274,8.334841,5.025342,6.214757,9.171441,4.615477,6.020694,7.325294,6.706107,4.906227,2.791836,5.555649,6.275693,7.033123,7.835955,6.185092,3.350854,7.994785,8.38186,4.975025,5.424466,7.025328,7.679188,4.652003,6.034953,5.779132,5.98921,6.018383,4.124793,9.553402,4.631059,8.220606,4.751568,6.077889,2.800033,5.248042,4.26421,5.171199,6.086497,2.303157,6.218437,9.630476,6.315414,7.032049,5.425092,5.310682,5.305452,7.314908,2.458274,6.999321,2.831669,3.728613
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.480532,7.426354,7.111996,5.197392,4.942569,2.862145,4.581217,6.104493,5.713892,3.218706,2.47471,8.879603,5.523163,3.610457,7.634024,5.296462,2.926458,3.964665,6.008013,9.475671,8.413773,6.161839,6.419682,10.24578,9.00297,3.642907,4.397657,7.557317,2.620313,3.71946,4.039198,2.677161,6.95546,7.025055,3.706032,7.152811,5.262035,4.830838,7.392472,4.257974,9.441112,5.516293,8.950554,9.291078,5.141394,5.097284,8.150042,7.580284,4.220307,3.279526,6.097672,3.908086,5.370923,2.349194,4.000314,3.33695,6.915839,7.079346,6.225133,4.187901,6.958946,8.256698,3.96522,5.473471,5.072316,5.709424,8.05149,7.716643,10.785797,7.17958,8.92941,5.105418,6.978513,7.380433,4.699565,7.676688,6.936728,8.093462,3.699906,7.264991,10.422708,3.507253,2.39899,6.536907,5.640853,5.305452,8.377738,7.67587,6.118336,4.135632,3.937377
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.059905,7.793815,6.04053,5.897044,4.446499,3.779494,3.935943,6.681707,5.653745,4.03407,4.319098,5.971697,5.381715,3.809985,7.440107,5.665131,3.070371,4.512117,5.610797,9.203002,8.745564,6.264821,7.048977,8.744393,7.552822,4.266959,4.397657,3.620562,2.944655,3.71946,3.749478,2.700171,7.529741,6.206547,4.130787,6.870049,5.015885,5.294943,8.170398,5.317678,9.155295,6.898793,9.115413,9.761478,5.273236,5.709441,7.566754,6.003706,4.512045,3.269352,6.31859,4.347304,6.255915,2.525516,7.973,4.145746,7.995845,8.371604,6.038045,2.845662,7.025328,8.858931,5.675728,5.535654,4.587031,6.488765,8.840033,6.855733,10.660168,6.294659,8.57434,5.991022,7.723973,6.416927,4.472414,7.583018,7.533993,8.137282,5.391957,8.532954,10.065564,4.269638,2.236067,6.433769,3.56488,5.581521,8.444838,8.024495,6.526102,5.25424,3.728613
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.456152,8.045433,5.717444,5.972103,3.778297,3.995771,4.485521,5.583205,5.713911,5.227395,4.944096,4.666709,5.30865,3.120248,8.169143,6.229201,3.133147,3.785093,5.340254,9.338199,8.772661,5.805708,6.837574,8.347436,6.981687,4.409249,3.608915,5.753575,2.806461,3.505571,3.749478,5.122564,7.590209,6.206547,4.045696,6.485372,6.961009,5.296544,7.260732,4.741908,8.886795,7.113587,8.686731,9.680775,5.106358,6.734076,8.958043,6.261698,5.65673,3.408809,5.918958,4.759792,5.358374,7.334835,5.747436,3.162799,6.557151,7.685884,5.772058,2.289003,7.572593,8.503819,4.625875,5.57645,5.152702,7.431073,7.431682,5.137744,9.928559,6.007362,8.557689,4.885415,6.474412,6.402701,4.8972,7.218103,6.335089,8.061874,4.217769,7.117762,10.270912,7.958695,3.745617,7.158997,5.207565,5.305452,6.664367,5.892791,6.733946,5.143184,5.822226
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.872928,7.806374,5.461129,7.204985,3.195337,5.182435,3.722565,4.646792,5.702496,4.964777,3.461075,5.599696,5.6344,3.610457,7.01739,5.879786,3.070371,4.587171,5.680703,8.735809,8.616634,5.948616,6.44525,8.552976,7.553466,3.56873,4.646221,9.460299,2.514304,4.327546,3.749478,2.700171,7.14204,6.523236,4.078974,6.338298,7.542681,5.85375,7.95834,5.036915,8.930261,5.79363,8.546275,9.998953,6.027964,5.258658,7.870715,5.705697,6.570568,3.154901,6.288146,7.591622,6.439145,3.756958,4.828732,3.036941,7.127147,8.874118,5.680127,3.483378,7.682371,8.738182,4.073371,5.456661,4.825621,6.45145,8.709987,5.877549,10.311641,6.328127,8.121891,4.047663,6.92534,5.828451,3.934023,7.902753,9.009125,7.426874,4.164217,7.278541,9.461644,3.72206,2.465841,7.226248,8.149289,4.867855,6.970678,6.588904,7.043497,4.370834,5.23518
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.644564,8.015606,6.899953,5.053898,4.860823,4.748444,4.156078,5.217094,5.676127,4.59055,3.86014,9.298348,5.186957,3.59382,6.517497,5.955165,3.673072,3.971171,5.393279,8.622162,9.889478,5.283965,7.396129,7.997125,6.664093,5.843322,4.767748,4.817596,3.115107,3.345395,3.749478,3.42965,7.982462,6.502898,4.167267,6.667219,5.707077,5.143619,7.17999,5.503788,9.455517,5.585561,8.332013,9.898238,6.532439,5.37399,8.156323,6.548411,4.307999,3.140417,6.184403,4.904817,6.420576,3.620686,7.146258,3.206547,8.175106,7.606401,5.112686,2.621035,7.68555,9.485721,5.503598,5.463836,5.079663,5.12796,10.674967,6.880771,10.486382,6.2607,8.539329,5.754026,6.101487,5.477792,4.8474,7.532193,6.692392,6.990387,5.181744,6.284102,9.812974,4.604007,2.505211,6.897959,4.56944,5.560247,7.796191,6.647663,6.959219,4.765129,4.129709
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.976783,7.705503,6.094514,6.361047,4.101072,3.779494,3.205195,4.884723,5.653745,3.342774,5.04878,7.50732,4.975808,3.944323,7.756536,6.396735,3.892109,3.64189,4.925727,9.306228,9.190203,6.002297,6.561262,8.700037,7.599432,5.936631,4.073175,9.523131,3.236636,3.690206,3.889166,5.182716,7.379603,6.629259,4.198442,6.724032,8.758982,5.735785,7.484031,4.987792,8.308952,6.218731,7.943492,9.705533,5.953975,5.412168,8.40758,5.87481,6.310161,3.140417,6.900492,7.813956,4.863224,3.742521,6.708209,3.239123,7.338485,7.579077,5.124614,3.353868,7.535754,8.586206,6.175092,5.451646,5.328941,7.564891,8.323816,5.306275,9.781231,5.696599,8.066676,5.439437,7.13394,5.359716,4.165758,7.697284,6.245811,6.358655,5.357747,6.897914,9.811984,7.873285,5.447883,6.636477,7.94893,5.427878,6.659173,6.30254,6.626825,5.292735,5.31385
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.574401,7.92152,5.138087,6.349816,3.778297,5.324487,3.659376,6.407752,5.700894,5.134763,3.747878,6.16977,5.10211,3.610457,6.942802,5.901086,3.346538,4.340973,5.270044,8.994168,9.230439,5.911584,7.177338,6.776971,5.209219,4.544742,4.427631,3.620562,2.742924,3.71946,3.756402,2.700171,7.50687,6.550911,4.085778,6.69915,5.182498,4.644431,7.857197,5.731533,8.739613,6.003022,8.706623,9.810506,5.206969,6.015597,7.804556,6.797861,5.023609,3.355483,6.616387,6.390198,6.268264,2.979077,7.482461,4.012847,8.462811,7.965731,5.825997,3.615041,7.42437,9.529083,7.090801,5.451646,4.426162,6.234094,10.252718,7.208253,10.302177,6.768896,9.09397,6.287448,7.558704,6.485778,4.395221,6.199291,7.246557,6.980216,5.434986,8.374787,10.272286,4.74529,2.505211,6.342419,4.146011,5.575657,7.972492,6.889451,7.455357,5.226427,3.804754
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.891715,9.839651,3.292347,5.10956,3.778297,6.1738,4.040513,6.299529,5.406828,3.803618,3.867242,6.228976,6.697843,6.754185,7.522652,5.955314,2.775661,4.76081,4.985831,9.075354,9.423721,5.919271,6.85214,8.746086,7.757317,3.036351,4.397657,7.452199,3.425564,3.836275,3.67612,2.700171,7.420232,6.36324,4.078974,7.354078,5.354998,5.839285,7.740153,4.98354,9.266465,5.002556,8.845389,9.908705,5.807467,5.539993,7.225478,6.296211,4.730617,3.265509,6.103707,4.237018,6.456365,3.888565,4.798315,3.340132,8.101102,8.348676,5.913066,2.836062,6.912765,9.273158,6.892678,5.463836,5.15222,5.379172,9.915734,4.289757,10.697243,5.370726,8.426696,5.472816,7.192984,6.256388,4.419798,8.202142,8.046577,7.588449,5.292504,7.449389,9.104785,3.685968,2.505211,6.527011,4.981637,5.486814,7.272873,6.087271,7.151756,4.849254,4.431917
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.589502,9.829682,5.580904,5.447328,3.979043,6.393215,4.237036,5.850765,5.653745,3.659883,3.46798,7.407604,6.331207,6.634372,6.056034,6.520284,2.823234,4.83961,5.166593,9.064232,9.485499,6.075806,6.655633,9.510813,8.385878,3.677257,4.397657,3.852358,3.504731,3.855713,3.749478,2.81582,7.547528,6.167585,4.134921,6.350677,5.146766,5.85375,7.307052,5.219261,8.753912,5.387664,8.221706,9.616744,6.264954,5.648471,7.49649,5.583133,3.421533,3.056792,6.53408,3.043469,6.353256,4.843095,8.5668,3.239123,8.844094,8.437398,5.219609,3.305037,7.074995,8.624771,6.498966,4.933175,5.154282,5.1188,8.965959,4.090071,10.297616,5.105642,7.857303,5.094028,8.029936,6.412581,3.666809,8.346517,9.451602,6.510701,4.960112,7.341087,9.50532,2.985689,2.239811,5.924442,5.908064,5.845288,6.522343,4.995244,7.428463,4.32562,5.868215
