Probe.Set.ID,Gene.Symbol,Gene.Title,Fold.Change: PE.E - PE.NE.NUPP,Fold.Change: ESE.E - ESE.NE.NUPP,Fold.Change: MSE.E - MSE.NE.NUPP
241363_at,EXD3,exonuclease 3'-5' domain containing 3,2.787721634,NA,NA
206209_s_at,CA4,carbonic anhydrase IV,2.786867766,NA,NA
227972_at,TOR2A,"torsin family 2, member A",2.786726316,NA,NA
225826_at,MMAB,methylmalonic aciduria (cobalamin deficiency) cblB type,2.783750986,NA,NA
213693_s_at,MUC1,"mucin 1, cell surface associated",2.782950872,NA,NA
238518_x_at,GLYCTK,glycerate kinase,2.782552916,NA,NA
223206_s_at,NMRAL1,NmrA-like family domain containing 1,2.781180196,NA,NA
230388_s_at,LOC644246,hypothetical LOC644246,2.781040324,NA,NA
204973_at,GJB1,"gap junction protein, beta 1, 32kDa",2.780911696,NA,NA
1553858_at,ZBTB3,zinc finger and BTB domain containing 3,2.780044524,NA,NA
229742_at,C15orf61,chromosome 15 open reading frame 61,2.777956261,NA,NA
236075_s_at,LOC100506676,hypothetical LOC100506676,2.776831314,NA,NA
219127_at,PRR15L,proline rich 15-like,2.775508912,NA,NA
220192_x_at,SPDEF,SAM pointed domain containing ets transcription factor,2.766523419,NA,NA
206136_at,FZD5,frizzled homolog 5 (Drosophila),2.763640489,NA,NA
230010_at,SRRM4,serine/arginine repetitive matrix 4,2.75790197,NA,NA
220540_at,KCNK15,"potassium channel, subfamily K, member 15",2.757430031,NA,NA
218186_at,RAB25,"RAB25, member RAS oncogene family",2.756969837,NA,NA
217109_at,MUC4,"mucin 4, cell surface associated",2.756849098,NA,NA
219247_s_at,ZDHHC14,"zinc finger, DHHC-type containing 14",2.756267015,NA,NA
1558906_a_at,LOC100507880,hypothetical LOC100507880,2.754179421,NA,NA
229396_at,OVOL1,ovo-like 1(Drosophila),2.753681937,NA,NA
227434_at,WBSCR17,Williams-Beuren syndrome chromosome region 17,2.748192447,NA,NA
228056_s_at,NAPSB,napsin B aspartic peptidase pseudogene,2.748122603,NA,NA
239657_x_at,FOXO6,forkhead box O6,2.745760892,NA,NA
228124_at,ABHD12,abhydrolase domain containing 12,2.739434252,NA,NA
209417_s_at,IFI35,interferon-induced protein 35,2.737514214,NA,NA
220417_s_at,THAP4,THAP domain containing 4,2.736777378,NA,NA
223355_at,ALG1,"asparagine-linked glycosylation 1, beta-1,4-mannosyltransferase homolog (S. cerevisiae)",2.734573895,NA,NA
1554485_s_at,TMEM37,transmembrane protein 37,2.734410545,NA,NA
221946_at,C9orf116,chromosome 9 open reading frame 116,2.732907456,NA,NA
218504_at,FAHD2A,fumarylacetoacetate hydrolase domain containing 2A,2.72844463,NA,NA
40359_at,RASSF7,Ras association (RalGDS/AF-6) domain family (N-terminal) member 7,2.726745428,NA,NA
233167_at,SELO,selenoprotein O,2.725997844,NA,NA
201526_at,ARF5,ADP-ribosylation factor 5,2.721648289,NA,NA
1558345_a_at,LOC439911,hypothetical LOC439911,2.711415298,NA,NA
204550_x_at,GSTM1,glutathione S-transferase mu 1,2.710557804,NA,NA
823_at,CX3CL1,chemokine (C-X3-C motif) ligand 1,2.707451262,NA,NA
204745_x_at,MT1G,metallothionein 1G,2.70738364,NA,NA
204015_s_at,DUSP4,dual specificity phosphatase 4,2.707029351,NA,NA
202587_s_at,AK1,adenylate kinase 1,2.70538053,NA,NA
242123_at,PAQR7,progestin and adipoQ receptor family member VII,2.704332437,NA,NA
207839_s_at,TMEM8B,transmembrane protein 8B,2.704317427,NA,NA
202177_at,GAS6,growth arrest-specific 6,2.704097772,NA,NA
1559532_at,C3orf71,chromosome 3 open reading frame 71,2.703904427,NA,NA
203577_at,GTF2H4,"general transcription factor IIH, polypeptide 4, 52kDa",2.703473392,NA,NA
237033_at,FAM159A,"family with sequence similarity 159, member A",2.702856163,NA,NA
220565_at,CCR10,chemokine (C-C motif) receptor 10,2.702299717,NA,NA
208784_s_at,KLHDC3,kelch domain containing 3,2.699541842,NA,NA
1569872_a_at,LMF1,lipase maturation factor 1,2.696834221,NA,NA
204331_s_at,MRPS12,mitochondrial ribosomal protein S12,2.695863037,NA,NA
219125_s_at,RAG1AP1,recombination activating gene 1 activating protein 1,2.694979377,NA,NA
221983_at,FAM134A,"family with sequence similarity 134, member A",2.694442276,NA,NA
218407_x_at,NENF,neuron derived neurotrophic factor,2.692871341,NA,NA
211748_x_at,PTGDS,prostaglandin D2 synthase 21kDa (brain),2.691941254,NA,NA
202096_s_at,TSPO,translocator protein (18kDa),2.683873823,NA,NA
227092_at,LOC100507448,hypothetical LOC100507448,2.682521307,NA,NA
221640_s_at,LRDD,leucine-rich repeats and death domain containing,2.68135499,NA,NA
235572_at,SPC24,"SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)",2.680957525,NA,NA
218916_at,ZNF768,zinc finger protein 768,2.678364113,NA,NA
208451_s_at,C4A /// C4B /// LOC100509001,complement component 4A (Rodgers blood group) /// complement component 4B (Chido blood group) /// complement C4-B-like,2.670037108,NA,NA
229100_s_at,TIMM22,translocase of inner mitochondrial membrane 22 homolog (yeast),2.669449079,NA,NA
238606_at,ZNF747,zinc finger protein 747,2.667726908,NA,NA
227848_at,PEBP4,phosphatidylethanolamine-binding protein 4,2.659298752,NA,NA
209192_x_at,KAT5,K(lysine) acetyltransferase 5,2.65910957,NA,NA
218834_s_at,TMEM132A,transmembrane protein 132A,2.655258188,NA,NA
203381_s_at,APOE,apolipoprotein E,2.651765214,NA,NA
203469_s_at,CDK10,cyclin-dependent kinase 10,2.649428841,NA,NA
228236_at,C20orf54,chromosome 20 open reading frame 54,2.649202335,NA,NA
209605_at,TST,thiosulfate sulfurtransferase (rhodanese),2.647809957,NA,NA
224992_s_at,CMIP,c-Maf-inducing protein,2.647708864,NA,NA
219760_at,LIN7B,lin-7 homolog B (C. elegans),2.643102968,NA,NA
217646_at,SURF1,surfeit 1,2.641663819,NA,NA
227043_at,CCDC159,coiled-coil domain containing 159,2.640902285,NA,NA
229157_at,LOC100505483,hypothetical LOC100505483,2.640090867,NA,NA
221838_at,KLHL22,kelch-like 22 (Drosophila),2.637576139,NA,NA
220233_at,FBXO17 /// SARS2,"F-box protein 17 /// seryl-tRNA synthetase 2, mitochondrial",2.636752135,NA,NA
225380_at,PKDCC,"protein kinase domain containing, cytoplasmic homolog (mouse)",2.631352958,NA,NA
219337_at,C1orf159,chromosome 1 open reading frame 159,2.627596987,NA,NA
223241_at,SNX8,sorting nexin 8,2.627147194,NA,NA
231051_at,LOC100507027,hypothetical LOC100507027,2.624636576,NA,NA
228399_at,OSR1,odd-skipped related 1 (Drosophila),2.624083221,NA,NA
219175_s_at,SLC41A3,"solute carrier family 41, member 3",2.620967499,NA,NA
205555_s_at,MSX2,msh homeobox 2,2.619729526,NA,NA
202752_x_at,SLC7A8,"solute carrier family 7 (amino acid transporter, L-type), member 8",2.618224005,NA,NA
225704_at,FBRSL1,fibrosin-like 1,2.616645695,NA,NA
203886_s_at,FBLN2,fibulin 2,2.612652,NA,NA
209774_x_at,CXCL2,chemokine (C-X-C motif) ligand 2,2.611950752,NA,NA
206103_at,RAC3,"ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)",2.611088474,NA,NA
1557044_at,LOC100127980,Hypothetical protein LOC100127980,2.610585213,NA,NA
238044_at,---,---,2.609538773,NA,NA
210778_s_at,MXD4,MAX dimerization protein 4,2.606586555,NA,NA
219745_at,TMEM180,transmembrane protein 180,2.606229595,NA,NA
219396_s_at,NEIL1,nei endonuclease VIII-like 1 (E. coli),2.604846867,NA,NA
209008_x_at,KRT8,keratin 8,2.604029704,NA,NA
219534_x_at,CDKN1C,"cyclin-dependent kinase inhibitor 1C (p57, Kip2)",2.602789816,NA,NA
230695_s_at,RSPH9,radial spoke head 9 homolog (Chlamydomonas),2.599502722,NA,NA
36475_at,GCAT,glycine C-acetyltransferase,2.597815934,NA,NA
219345_at,BOLA1,bolA homolog 1 (E. coli),2.595667298,NA,NA
1552797_s_at,PROM2,prominin 2,2.593684161,NA,NA
229050_s_at,SNHG7,small nucleolar RNA host gene 7 (non-protein coding),2.591033772,NA,NA
207813_s_at,FDXR,ferredoxin reductase,2.587463335,NA,NA
213779_at,EMID1,EMI domain containing 1,2.583090247,NA,NA
225628_s_at,MLLT6,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6",2.582004386,NA,NA
230245_s_at,LOC283663,hypothetical LOC283663,2.579754395,NA,NA
230710_at,LOC100506211,hypothetical LOC100506211,2.579297874,NA,NA
240084_at,---,---,2.578436707,NA,NA
204966_at,BAI2,brain-specific angiogenesis inhibitor 2,2.578103338,NA,NA
235935_at,C6orf154,chromosome 6 open reading frame 154,2.57719727,NA,NA
205037_at,IFT27,intraflagellar transport 27 homolog (Chlamydomonas),2.572631817,NA,NA
238802_at,TYSND1,trypsin domain containing 1,2.569347653,NA,NA
211416_x_at,GGTLC1,gamma-glutamyltransferase light chain 1,2.568668115,NA,NA
210376_x_at,ELK1,"ELK1, member of ETS oncogene family",2.56821175,NA,NA
239791_at,LOC404266,hypothetical LOC404266,2.564346535,NA,NA
205906_at,FOXJ1,forkhead box J1,2.562643705,NA,NA
228500_at,THAP8,THAP domain containing 8,2.559940425,NA,NA
239801_at,RNF40,ring finger protein 40,2.558413231,NA,NA
229721_x_at,DERL3,"Der1-like domain family, member 3",2.558252691,NA,NA
1554408_a_at,TK1,"thymidine kinase 1, soluble",2.554929134,NA,NA
207935_s_at,KRT13,keratin 13,2.551522375,NA,NA
201349_at,SLC9A3R1,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1",2.551390067,NA,NA
209591_s_at,BMP7,bone morphogenetic protein 7,2.550215295,NA,NA
218436_at,SIL1,"SIL1 homolog, endoplasmic reticulum chaperone (S. cerevisiae)",2.548446522,NA,NA
238054_at,ADPRHL1,ADP-ribosylhydrolase like 1,2.546137112,NA,NA
219246_s_at,OGFOD2,2-oxoglutarate and iron-dependent oxygenase domain containing 2,2.543542342,NA,NA
1553611_s_at,KLHL35,kelch-like 35 (Drosophila),2.5421898,NA,NA
209078_s_at,TXN2,thioredoxin 2,2.541899765,NA,NA
221800_s_at,C17orf70,chromosome 17 open reading frame 70,2.541887197,NA,NA
228524_at,ADCK5,aarF domain containing kinase 5,2.541572091,NA,NA
41858_at,PGAP2,post-GPI attachment to proteins 2,2.540631451,NA,NA
229538_s_at,IQGAP3,IQ motif containing GTPase activating protein 3,2.536334429,NA,NA
235420_at,HAPLN4,hyaluronan and proteoglycan link protein 4,2.534426262,NA,NA
206037_at,CCBL1,"cysteine conjugate-beta lyase, cytoplasmic",2.532473215,NA,NA
202942_at,ETFB,"electron-transfer-flavoprotein, beta polypeptide",2.526659487,NA,NA
222809_x_at,CCDC85C,coiled-coil domain containing 85C,2.524802215,NA,NA
204773_at,IL11RA,"interleukin 11 receptor, alpha",2.523184211,NA,NA
226470_at,GGT7,gamma-glutamyltransferase 7,2.519826295,NA,NA
203021_at,SLPI,secretory leukocyte peptidase inhibitor,2.519139773,NA,NA
230458_at,SLC45A1,"solute carrier family 45, member 1",2.518984096,NA,NA
218821_at,NPEPL1,aminopeptidase-like 1,2.518633853,NA,NA
212891_s_at,GADD45GIP1,"growth arrest and DNA-damage-inducible, gamma interacting protein 1",2.517657532,NA,NA
203289_s_at,NPRL3,nitrogen permease regulator-like 3 (S. cerevisiae),2.517269801,NA,NA
225753_at,ZNF513,zinc finger protein 513,2.516773285,NA,NA
205546_s_at,TYK2,tyrosine kinase 2,2.516052356,NA,NA
207154_at,DIO3,"deiodinase, iodothyronine, type III",2.514783577,NA,NA
203206_at,FAM53B,"family with sequence similarity 53, member B",2.514243523,NA,NA
230025_at,GJD3,"gap junction protein, delta 3, 31.9kDa",2.50914019,NA,NA
213611_at,AQP5,aquaporin 5,2.507967409,NA,NA
220788_s_at,RNF31,ring finger protein 31,2.505556566,NA,NA
226700_at,U2AF1L4,U2 small nuclear RNA auxiliary factor 1-like 4,2.502406917,NA,NA
203921_at,CHST2,carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2,2.501702583,NA,NA
209982_s_at,NRXN2,neurexin 2,2.50027293,NA,NA
65630_at,TMEM80,transmembrane protein 80,2.499350996,NA,NA
1557046_x_at,LOC100127980,Hypothetical protein LOC100127980,2.498943982,NA,NA
213368_x_at,PPFIA3,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3",2.494473256,NA,NA
1555980_a_at,FLJ39609,Similar to hCG1995469,2.492425789,NA,NA
214428_x_at,C4A /// C4B /// LOC100509001,complement component 4A (Rodgers blood group) /// complement component 4B (Chido blood group) /// complement C4-B-like,2.487825283,NA,NA
229622_at,FAM132B,"family with sequence similarity 132, member B",2.487615247,NA,NA
225503_at,DHRSX,dehydrogenase/reductase (SDR family) X-linked,2.486655088,NA,NA
236124_at,LOC153546,hypothetical protein LOC153546,2.486308271,NA,NA
213946_s_at,OBSL1,obscurin-like 1,2.485021752,NA,NA
227076_at,NCAPH2,"non-SMC condensin II complex, subunit H2",2.484944725,NA,NA
225441_x_at,LSMD1,LSM domain containing 1,2.484815778,NA,NA
213622_at,COL9A2,"collagen, type IX, alpha 2",2.483114928,NA,NA
220041_at,PIGZ,"phosphatidylinositol glycan anchor biosynthesis, class Z",2.482639478,NA,NA
224839_s_at,GPT2,glutamic pyruvate transaminase (alanine aminotransferase) 2,2.48230765,NA,NA
208141_s_at,DOHH,deoxyhypusine hydroxylase/monooxygenase,2.48141313,NA,NA
227348_at,PARS2,"prolyl-tRNA synthetase 2, mitochondrial (putative)",2.480723652,NA,NA
219428_s_at,PXMP4,"peroxisomal membrane protein 4, 24kDa",2.479985154,NA,NA
212778_at,PACS2,phosphofurin acidic cluster sorting protein 2,2.47717708,NA,NA
230601_s_at,LRRC46,leucine rich repeat containing 46,2.475489888,NA,NA
221789_x_at,RHOT2,"ras homolog gene family, member T2",2.474735258,NA,NA
231423_s_at,ANKRD16,ankyrin repeat domain 16,2.473196798,NA,NA
211004_s_at,ALDH3B1,"aldehyde dehydrogenase 3 family, member B1",2.469956945,NA,NA
202219_at,SLC6A8,"solute carrier family 6 (neurotransmitter transporter, creatine), member 8",2.467087095,NA,NA
224535_s_at,MRP63,mitochondrial ribosomal protein 63,2.466910984,NA,NA
206646_at,GLI1,GLI family zinc finger 1,2.464950712,NA,NA
227008_at,HDDC3,HD domain containing 3,2.464814222,NA,NA
209504_s_at,PLEKHB1,"pleckstrin homology domain containing, family B (evectins) member 1",2.46289301,NA,NA
229265_at,SKI,v-ski sarcoma viral oncogene homolog (avian),2.461711987,NA,NA
227984_at,LMF1,lipase maturation factor 1,2.460458814,NA,NA
230277_at,LOC100289187 /// LOC100506199,transmembrane protein 225-like /// hypothetical protein LOC100506199,2.456788586,NA,NA
231901_at,C19orf52,chromosome 19 open reading frame 52,2.451531921,NA,NA
226629_at,SLC43A2,"solute carrier family 43, member 2",2.446541938,NA,NA
36829_at,PER1,period homolog 1 (Drosophila),2.444779056,NA,NA
204267_x_at,PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1",2.443892816,NA,NA
229493_at,LOC100506783,hypothetical LOC100506783,2.440996176,NA,NA
224162_s_at,FBXO31,F-box protein 31,2.439503051,NA,NA
219461_at,PAK6,p21 protein (Cdc42/Rac)-activated kinase 6,2.436482037,NA,NA
237137_at,SCARNA2,small Cajal body-specific RNA 2,2.435189558,NA,NA
223703_at,C10orf11,chromosome 10 open reading frame 11,2.43350967,NA,NA
242201_at,---,---,2.433391694,NA,NA
212556_at,SCRIB,scribbled homolog (Drosophila),2.431172009,NA,NA
214919_s_at,ANKHD1-EIF4EBP3 /// EIF4EBP3,ANKHD1-EIF4EBP3 readthrough /// eukaryotic translation initiation factor 4E binding protein 3,2.430670506,NA,NA
226913_s_at,SOX8,SRY (sex determining region Y)-box 8,2.42923008,NA,NA
213417_at,TBX2,T-box 2,2.427964876,NA,NA
212525_s_at,H2AFX,"H2A histone family, member X",2.424408556,NA,NA
214433_s_at,SELENBP1,selenium binding protein 1,2.421950585,NA,NA
228558_at,C14orf80,chromosome 14 open reading frame 80,2.421329732,NA,NA
201827_at,SMARCD2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",2.420382735,NA,NA
216894_x_at,CDKN1C,"cyclin-dependent kinase inhibitor 1C (p57, Kip2)",2.41560516,NA,NA
205792_at,WISP2,WNT1 inducible signaling pathway protein 2,2.415280114,NA,NA
206125_s_at,KLK8,kallikrein-related peptidase 8,2.414477787,NA,NA
229080_at,EMID2,EMI domain containing 2,2.414090887,NA,NA
229262_at,LRRC68,leucine rich repeat containing 68,2.412345432,NA,NA
209148_at,RXRB,"retinoid X receptor, beta",2.408492299,NA,NA
1559061_at,LOC253962,hypothetical LOC253962,2.408332495,NA,NA
204487_s_at,KCNQ1,"potassium voltage-gated channel, KQT-like subfamily, member 1",2.406734459,NA,NA
202867_s_at,DNAJB12,"DnaJ (Hsp40) homolog, subfamily B, member 12",2.406702951,NA,NA
214779_s_at,SGSM3,small G protein signaling modulator 3,2.404125913,NA,NA
240633_at,DOK7,docking protein 7,2.404041218,NA,NA
202315_s_at,BCR,breakpoint cluster region,2.403342759,NA,NA
229826_at,C3orf78,chromosome 3 open reading frame 78,2.40108921,NA,NA
213398_s_at,SDR39U1,"short chain dehydrogenase/reductase family 39U, member 1",2.400998321,NA,NA
223770_x_at,MRI1,methylthioribose-1-phosphate isomerase homolog (S. cerevisiae),2.40002287,NA,NA
208926_at,NEU1,sialidase 1 (lysosomal sialidase),2.399076249,NA,NA
227667_at,CUEDC1,CUE domain containing 1,2.398751192,NA,NA
208906_at,BSCL2,Berardinelli-Seip congenital lipodystrophy 2 (seipin),2.398063715,NA,NA
210605_s_at,MFGE8,milk fat globule-EGF factor 8 protein,2.397872438,NA,NA
238012_at,DPP7,Dipeptidyl-peptidase 7,2.397355149,NA,NA
211975_at,ARFGAP2,ADP-ribosylation factor GTPase activating protein 2,2.395248366,NA,NA
221997_s_at,MRPL52,Mitochondrial ribosomal protein L52,2.395090648,NA,NA
226379_s_at,C19orf25,chromosome 19 open reading frame 25,2.394623256,NA,NA
233375_at,EFCAB2,EF-hand calcium binding domain 2,2.39218191,NA,NA
213478_at,KAZ,kazrin,2.390610481,NA,NA
229740_at,LOC643008,hypothetical protein LOC643008,2.389794556,NA,NA
219152_at,PODXL2,podocalyxin-like 2,2.387554465,NA,NA
202472_at,MPI,mannose phosphate isomerase,2.386583494,NA,NA
203198_at,CDK9,cyclin-dependent kinase 9,2.385687935,NA,NA
214782_at,CTTN,cortactin,2.385431626,NA,NA
202887_s_at,DDIT4,DNA-damage-inducible transcript 4,2.385010567,NA,NA
202793_at,LPCAT3,lysophosphatidylcholine acyltransferase 3,2.384191272,NA,NA
219101_x_at,ABHD8,abhydrolase domain containing 8,2.38399786,NA,NA
213843_x_at,SLC6A8,"solute carrier family 6 (neurotransmitter transporter, creatine), member 8",2.383617183,NA,NA
226494_at,KIAA1543,KIAA1543,2.379279715,NA,NA
218629_at,SMO,smoothened homolog (Drosophila),2.376450218,NA,NA
205516_x_at,CIZ1,CDKN1A interacting zinc finger protein 1,2.373825446,NA,NA
237434_x_at,C4orf44,chromosome 4 open reading frame 44,2.372884704,NA,NA
222256_s_at,JMJD7,jumonji domain containing 7,2.371275891,NA,NA
227933_at,LINGO1,leucine rich repeat and Ig domain containing 1,2.370648486,NA,NA
219556_at,C16orf59,chromosome 16 open reading frame 59,2.369381358,NA,NA
1559993_at,SFXN3,Sideroflexin 3,2.366982609,NA,NA
230441_at,PLEKHG4B,"pleckstrin homology domain containing, family G (with RhoGef domain) member 4B",2.366343553,NA,NA
200678_x_at,GRN,granulin,2.362084286,NA,NA
213279_at,DHRS1,dehydrogenase/reductase (SDR family) member 1,2.359102642,NA,NA
203892_at,WFDC2,WAP four-disulfide core domain 2,2.358072641,NA,NA
223964_x_at,---,---,2.355511886,NA,NA
226007_at,ISCA2,iron-sulfur cluster assembly 2 homolog (S. cerevisiae),2.355177534,NA,NA
228757_at,HSD11B1L,hydroxysteroid (11-beta) dehydrogenase 1-like,2.353887252,NA,NA
221436_s_at,CDCA3,cell division cycle associated 3,2.353642151,NA,NA
239450_at,---,---,2.351171208,NA,NA
209832_s_at,CDT1,chromatin licensing and DNA replication factor 1,2.348992902,NA,NA
217948_at,FAM127B,"family with sequence similarity 127, member B",2.347627409,NA,NA
1554006_a_at,LLGL2,lethal giant larvae homolog 2 (Drosophila),2.346258539,NA,NA
204792_s_at,IFT140,intraflagellar transport 140 homolog (Chlamydomonas),2.344222465,NA,NA
218028_at,ELOVL1,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1",2.343473474,NA,NA
225812_at,C6orf225,chromosome 6 open reading frame 225,2.343233786,NA,NA
203022_at,RNASEH2A,"ribonuclease H2, subunit A",2.342386332,NA,NA
223186_at,TMEM189,transmembrane protein 189,2.342287007,NA,NA
201790_s_at,DHCR7,7-dehydrocholesterol reductase,2.341639188,NA,NA
201466_s_at,JUN,jun proto-oncogene,2.341597122,NA,NA
236225_at,GGT6,gamma-glutamyltransferase 6,2.340906438,NA,NA
1552594_at,TMEM190,transmembrane protein 190,2.340875345,NA,NA
221984_s_at,FAM134A,"family with sequence similarity 134, member A",2.339583054,NA,NA
59437_at,C9orf116,chromosome 9 open reading frame 116,2.338669406,NA,NA
228171_s_at,PLEKHG4,"pleckstrin homology domain containing, family G (with RhoGef domain) member 4",2.338295843,NA,NA
226548_at,SBK1,SH3-binding domain kinase 1,2.332265307,NA,NA
235965_at,---,---,2.331823698,NA,NA
221610_s_at,STAP2,signal transducing adaptor family member 2,2.33133945,NA,NA
